,type_ids,parent_id,scientific_name,en_name,en_wikipedia_url
0,1,285.0,Prunus,Plum,http://en.wikipedia.org/wiki/Plum
2,3,263.0,Citrus x sinensis,Orange,http://en.wikipedia.org/wiki/Citrus_sinensis
3,4,263.0,Citrus x limon,Lemon,http://en.wikipedia.org/wiki/Citrus_limon
4,5,263.0,Citrus x paradisi,Grapefruit,http://en.wikipedia.org/wiki/Citrus_paradisi
5,7,,Persea americana,Avocado,http://en.wikipedia.org/wiki/Persea_americana
6,8,,Eucalyptus,Eucalyptus,http://en.wikipedia.org/wiki/Eucalyptus
7,9,,Salvia,Sage,http://en.wikipedia.org/wiki/Salvia
8,10,,Rosmarinus officinalis,Rosemary,http://en.wikipedia.org/wiki/Rosmarinus_officinalis
9,11,263.0,Citrus maxima,Pomelo,http://en.wikipedia.org/wiki/Citrus_maxima
10,12,,Diospyros,Persimmon,http://en.wikipedia.org/wiki/Persimmon
11,13,,Punica granatum,Pomegranate,http://en.wikipedia.org/wiki/Punica_granatum
12,14,114.0,Malus pumila,Apple,http://en.wikipedia.org/wiki/Malus_domestica
13,15,,Pyrus,Pear,http://en.wikipedia.org/wiki/Pyrus
14,16,,Vitis,Grape,http://en.wikipedia.org/wiki/Vitis
15,17,,Lavandula,Lavender,http://en.wikipedia.org/wiki/Lavandula
16,18,,Eriobotrya japonica,Loquat,http://en.wikipedia.org/wiki/Eriobotrya_japonica
17,19,263.0,Citrus japonica,Kumquat,http://en.wikipedia.org/wiki/Citrus_japonica
18,20,445.0,Ficus carica,Common fig,http://en.wikipedia.org/wiki/Ficus_carica
19,23,263.0,Citrus reticulata,Mandarin,http://en.wikipedia.org/wiki/Mandarin_orange
20,24,,Rheum rhabarbarum,Rhubarb,http://en.wikipedia.org/wiki/Rheum_rhabarbarum
21,25,1387.0,Citrus medica var. sarcodactyli,Buddha's hand,http://en.wikipedia.org/wiki/Buddha%27s_hand
22,26,263.0,Citrus,Lime,http://en.wikipedia.org/wiki/Lime_(fruit)
23,27,263.0,Citrus x meyeri,Meyer lemon,http://en.wikipedia.org/wiki/Citrus_meyeri
24,48,2523.0,Rubus,Blackberry,http://en.wikipedia.org/wiki/Blackberry
25,49,,Acca sellowiana,Feijoa,http://en.wikipedia.org/wiki/Acca_sellowiana
26,50,3190.0,Brassica oleracea var. acephala,Kale,http://en.wikipedia.org/wiki/Kale
27,51,,Pouteria lucuma,Lucuma,http://en.wikipedia.org/wiki/Pouteria_lucuma
28,52,2516.0,Prunus persica,Peach,http://en.wikipedia.org/wiki/Prunus_persica
29,54,285.0,Prunus persica var. nucipersica,Nectarine,http://en.wikipedia.org/wiki/Nectarine#Nectarines
30,55,,Capsicum,Pepper,https://en.wikipedia.org/wiki/Capsicum
31,56,,Opuntia,Prickly pear,http://en.wikipedia.org/wiki/Opuntia
32,57,870.0,Claytonia perfoliata,Miner's lettuce,http://en.wikipedia.org/wiki/Claytonia_perfoliata
33,58,76.0,Psidium cattleyanum,Strawberry guava,http://en.wikipedia.org/wiki/Psidium_cattleianum
34,59,,Olea europaea,Olive,http://en.wikipedia.org/wiki/Olea_europaea
35,60,3227.0,Arbutus unedo,Strawberry tree,http://en.wikipedia.org/wiki/Arbutus_unedo
36,61,,Solanum lycopersicum,Tomato,http://en.wikipedia.org/wiki/Solanum_lycopersicum
37,62,285.0,Prunus,Cherry,http://en.wikipedia.org/wiki/Cherry
38,63,,Foeniculum vulgare,Fennel,http://en.wikipedia.org/wiki/Foeniculum_vulgare
39,64,,Phaseolus vulgaris,Green bean,http://en.wikipedia.org/wiki/Green_bean
40,65,,Cucurbita,Squash,https://en.wikipedia.org/wiki/Cucurbita
41,66,,Tropaeolum,Nasturtium,http://en.wikipedia.org/wiki/Tropaeolum
42,67,,Cucurbita,Pumpkin,https://en.wikipedia.org/wiki/Pumpkin
43,68,2516.0,Prunus amygdalus,Almond,http://en.wikipedia.org/wiki/Prunus_amygdalus
44,69,,Cydonia oblonga,Quince,http://en.wikipedia.org/wiki/Cydonia_oblonga
45,70,,Castanea,Chestnut,http://en.wikipedia.org/wiki/Castanea_(genus)
46,71,1108.0,Pistacia vera,Pistachio,http://en.wikipedia.org/wiki/Pistacia_vera
47,72,,Quercus,Oak,http://en.wikipedia.org/wiki/Quercus
48,73,,Juglans,Walnut,http://en.wikipedia.org/wiki/Juglans
49,74,,Sambucus,Elderberry,http://en.wikipedia.org/wiki/Sambucus
50,75,,Musa,Banana,http://en.wikipedia.org/wiki/Banana
51,76,,Psidium,Guava,http://en.wikipedia.org/wiki/Psidium
52,77,,Citrofortunella microcarpa,Calamondin,http://en.wikipedia.org/wiki/Citrofortunella_microcarpa
53,78,,Passiflora edulis,Passionfruit,http://en.wikipedia.org/wiki/Passiflora_edulis
54,79,285.0,Prunus armeniaca,Apricot,http://en.wikipedia.org/wiki/Prunus_armeniaca
55,81,263.0,Citrus x aurantium,Bitter orange,http://en.wikipedia.org/wiki/Citrus_aurantium
56,82,,Rosa,Rose,http://en.wikipedia.org/wiki/Rose
57,83,1174.0,Arctostaphylos,Manzanita,http://en.wikipedia.org/wiki/Manzanita
58,85,,Cynara cardunculus var. scolymus,Globe artichoke,http://en.wikipedia.org/wiki/Artichoke
59,86,,,Community garden,http://en.wikipedia.org/wiki/Community_garden
60,87,,Actinidia,Kiwifruit,http://en.wikipedia.org/wiki/Kiwifruit
61,88,2547.0,Vaccinium,Blueberry,http://en.wikipedia.org/wiki/Blueberry
62,89,,,Mushroom,http://en.wikipedia.org/wiki/Mushroom
63,90,,Taraxacum,Dandelion,http://en.wikipedia.org/wiki/Taraxacum
64,92,,Morus,Mulberry,http://en.wikipedia.org/wiki/Morus_(plant)
65,93,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
66,94,,Cnidoscolus aconitifolius,Chaya,http://en.wikipedia.org/wiki/Cnidoscolus_aconitifolius
67,95,,Casimiroa edulis,White sapote,http://en.wikipedia.org/wiki/Casimiroa_edulis
68,96,92.0,Morus nigra,Black mulberry,http://en.wikipedia.org/wiki/Morus_nigra
69,97,92.0,Morus alba,White mulberry,http://en.wikipedia.org/wiki/Morus_alba
70,98,2523.0,Rubus,Dewberry,http://en.wikipedia.org/wiki/Dewberry
71,99,,Mentha,Mint,http://en.wikipedia.org/wiki/Mentha
72,100,,Oxalis,Wood sorrel,http://en.wikipedia.org/wiki/Oxalis
73,101,16.0,Vitis rotundifolia,Muscadine,http://en.wikipedia.org/wiki/Vitis_rotundifolia
74,102,,Capsicum annuum,Bell pepper,http://en.wikipedia.org/wiki/Bell_pepper
75,103,,Pueraria lobata,Kudzu,http://en.wikipedia.org/wiki/Pueraria_lobata
76,104,,Ziziphus jujuba,Jujube,http://en.wikipedia.org/wiki/Ziziphus_jujuba
77,105,,Fragaria,Strawberry,http://en.wikipedia.org/wiki/Fragaria
78,106,,Ribes,Currant,http://en.wikipedia.org/wiki/Ribes
79,107,106.0,Ribes aureum,Golden currant,http://en.wikipedia.org/wiki/Ribes_aureum
80,108,,Typha,Cattail,http://en.wikipedia.org/wiki/Typha
81,109,,Galium aparine,Cleavers,http://en.wikipedia.org/wiki/Galium_aparine
82,110,1117.0,Robinia pseudoacacia,Black locust,http://en.wikipedia.org/wiki/Robinia_pseudoacacia
83,111,73.0,Juglans nigra,Black walnut,http://en.wikipedia.org/wiki/Juglans_nigra
84,112,73.0,Juglans regia,Persian walnut,http://en.wikipedia.org/wiki/Juglans_regia
85,113,285.0,Prunus cerasifera,Cherry plum,http://en.wikipedia.org/wiki/Prunus_cerasifera
86,114,,Malus,Apple,http://en.wikipedia.org/wiki/Malus
87,115,,Amelanchier,Serviceberry,http://en.wikipedia.org/wiki/Amelanchier
88,116,,Asimina triloba,Pawpaw,http://en.wikipedia.org/wiki/Asimina_triloba
89,117,,Rhus,Sumac,http://en.wikipedia.org/wiki/Rhus
90,118,277.0,Cornus kousa,Kousa dogwood,http://en.wikipedia.org/wiki/Cornus_kousa
91,119,,Aronia,Chokeberry,http://en.wikipedia.org/wiki/Aronia
92,120,,Corylus,Hazel,http://en.wikipedia.org/wiki/Corylus
93,121,285.0,Prunus cerasus,Sour cherry,http://en.wikipedia.org/wiki/Prunus_cerasus
94,122,2523.0,Rubus,Raspberry,http://en.wikipedia.org/wiki/Raspberry
95,123,2523.0,Rubus,Black raspberry,http://en.wikipedia.org/wiki/Black_raspberry
96,124,15.0,Pyrus pyrifolia,Asian pear,http://en.wikipedia.org/wiki/Pyrus_pyrifolia
97,125,,Sagittaria,Arrowhead,http://en.wikipedia.org/wiki/Sagittaria
98,126,106.0,Ribes uva-crispa,Gooseberry,http://en.wikipedia.org/wiki/Ribes_uva-crispa
99,127,851.0,Hemerocallis,Daylily,http://en.wikipedia.org/wiki/Hemerocallis
100,128,16.0,Vitis labrusca,Fox grape,http://en.wikipedia.org/wiki/Vitis_labrusca
101,129,72.0,Quercus suber,Cork oak,http://en.wikipedia.org/wiki/Quercus_suber
102,131,152.0,Allium angulosum ,Mouse garlic,
103,132,1097.0,Myrica pensylvanica,Northern bayberry,http://en.wikipedia.org/wiki/Myrica_pensylvanica
104,133,,Dictamnus albus,Gasplant,http://en.wikipedia.org/wiki/Dictamnus
105,134,277.0,Cornus sericea,Red osier dogwood,http://en.wikipedia.org/wiki/Cornus_sericea
106,135,72.0,Quercus rubra,Northern red oak,http://en.wikipedia.org/wiki/Quercus_rubra
107,136,175.0,Acer saccharum,Sugar maple,http://en.wikipedia.org/wiki/Acer_saccharum
108,137,,Hamamelis,Witch-hazel,http://en.wikipedia.org/wiki/Hamamelis
109,138,340.0,Cercis canadensis,Eastern redbud,http://en.wikipedia.org/wiki/Cercis_canadensis
110,139,569.0,Pinus flexilis,Limber pine,http://en.wikipedia.org/wiki/Pinus_flexilis
111,140,117.0,Rhus aromatica,Fragrant sumac,http://en.wikipedia.org/wiki/Rhus_aromatica
112,141,115.0,Amelanchier arborea,Downy serviceberry,http://en.wikipedia.org/wiki/Amelanchier_arborea
113,142,72.0,Quercus alba,White oak,http://en.wikipedia.org/wiki/Quercus_alba
114,143,163.0,Tilia americana,American linden,http://en.wikipedia.org/wiki/Tilia_americana
115,144,,Carya,Hickory,http://en.wikipedia.org/wiki/Carya
116,145,,Maclura pomifera,Osage-orange,http://en.wikipedia.org/wiki/Maclura_pomifera
117,146,,Ginkgo biloba,Ginkgo,http://en.wikipedia.org/wiki/Ginkgo_biloba
118,147,,Sassafras albidum,Sassafras,http://en.wikipedia.org/wiki/Sassafras_albidum
119,148,,Lindera,Spicebush,http://en.wikipedia.org/wiki/Lindera
120,149,,Urtica,Nettle,http://en.wikipedia.org/wiki/Urtica
121,152,,Allium,Onion,http://en.wikipedia.org/wiki/Allium
122,154,2414.0,Prunus padus,European bird cherry,http://en.wikipedia.org/wiki/Prunus_padus
123,155,70.0,Castanea mollissima,Chinese chestnut,http://en.wikipedia.org/wiki/Castanea_mollissima
124,156,1336.0,Asparagus officinalis ,Garden asparagus,http://en.wikipedia.org/wiki/Asparagus_officinalis
125,157,,Alliaria petiolata,Garlic mustard,http://en.wikipedia.org/wiki/Alliaria_petiolata
126,158,1513.0,Nepeta cataria,Catnip,http://en.wikipedia.org/wiki/Nepeta_cataria
127,159,602.0,Lamium amplexicaule,Henbit,http://en.wikipedia.org/wiki/Lamium_amplexicaule
128,160,,Musa,Plantain,http://en.wikipedia.org/wiki/Plantains
129,161,,,Bamboo,http://en.wikipedia.org/wiki/Bamboo
130,163,,Tilia,Linden,http://en.wikipedia.org/wiki/Tilia
131,164,,Ulmus,Elm,http://en.wikipedia.org/wiki/Ulmus
132,165,,Asclepias,Milkweed,http://en.wikipedia.org/wiki/Asclepias
133,166,,Phytolacca,Pokeweed,http://en.wikipedia.org/wiki/Phytolacca
134,167,,Oenothera,Evening primrose,http://en.wikipedia.org/wiki/Oenothera
135,168,2414.0,Prunus serotina,Black cherry,http://en.wikipedia.org/wiki/Prunus_serotina
136,169,,Arctium,Burdock,http://en.wikipedia.org/wiki/Arctium
137,170,,Fallopia japonica,Japanese knotweed,http://en.wikipedia.org/wiki/Fallopia_japonica
138,171,,Rumex crispus,Curly dock,http://en.wikipedia.org/wiki/Rumex_crispus
139,172,,Crataegus,Hawthorn,http://en.wikipedia.org/wiki/Crataegus
140,173,92.0,Morus rubra,Red mulberry,http://en.wikipedia.org/wiki/Morus_rubra
141,175,,Acer,Maple,http://en.wikipedia.org/wiki/Acer_(genus)
142,176,1131.0,Viburnum trilobum,American cranberrybush,http://en.wikipedia.org/wiki/Viburnum_trilobum
143,177,,Lathraea,Toothwort,http://en.wikipedia.org/wiki/Lathraea
144,179,72.0,Quercus macrocarpa,Bur oak,http://en.wikipedia.org/wiki/Quercus_macrocarpa
145,180,73.0,Juglans cinerea,Butternut,http://en.wikipedia.org/wiki/Juglans_cinerea
146,182,,Celtis,Hackberry,http://en.wikipedia.org/wiki/Celtis
147,184,152.0,Allium x proliferum,Tree onion,http://en.wikipedia.org/wiki/Allium_proliferum
148,185,,Humulus lupulus,Hop,https://en.wikipedia.org/wiki/Humulus_lupulus
149,186,2414.0,Prunus virginiana,Chokecherry,http://en.wikipedia.org/wiki/Prunus_virginiana
150,187,2251.0,Helianthus annuus,Common sunflower,http://en.wikipedia.org/wiki/Helianthus_annuus
151,188,1412.0,Chenopodium berlandieri,Lamb's quarters,http://en.wikipedia.org/wiki/Chenopodium_berlandieri
152,189,,Nelumbo lutea,American lotus,http://en.wikipedia.org/wiki/Nelumbo_lutea
153,190,,Passiflora incarnata,Maypop,http://en.wikipedia.org/wiki/Passiflora_incarnata
154,191,117.0,Rhus typhina,Staghorn sumac,http://en.wikipedia.org/wiki/Rhus_typhina
155,192,,Thymus,Thyme,http://en.wikipedia.org/wiki/Thymus_(genus)
156,193,,Origanum vulgare,Oregano,http://en.wikipedia.org/wiki/Origanum_vulgare
157,195,,Ericaceae,Huckleberry,http://en.wikipedia.org/wiki/Huckleberry
158,196,2523.0,Rubus parviflorus,Thimbleberry,http://en.wikipedia.org/wiki/Rubus_parviflorus
159,197,,Mahonia aquifolium,Oregon-grape,http://en.wikipedia.org/wiki/Mahonia_aquifolium
160,198,569.0,Pinus,Pinyon pine,http://en.wikipedia.org/wiki/Pinyon_pine
161,200,576.0,Araucaria araucana,Monkey puzzle,http://en.wikipedia.org/wiki/Araucaria_araucana
162,201,,Echinacea,Echinacea,http://en.wikipedia.org/wiki/Echinacea
163,202,152.0,Allium sativum,Garlic,http://en.wikipedia.org/wiki/Allium_sativum
164,204,99.0,Mentha spicata,Spearmint,http://en.wikipedia.org/wiki/Mentha_spicata
165,205,,Asteraceae,Chamomile,http://en.wikipedia.org/wiki/Chamomile
166,206,2764.0,Melissa officinalis,Lemon balm,http://en.wikipedia.org/wiki/Melissa_officinalis
167,207,,Borago officinalis,Borage,http://en.wikipedia.org/wiki/Borago_officinalis
168,209,2251.0,Helianthus tuberosus,Jerusalem artichoke,http://en.wikipedia.org/wiki/Helianthus_tuberosus
169,210,,Rumex,Dock,http://en.wikipedia.org/wiki/Rumex
170,211,,,Beehive,http://en.wikipedia.org/wiki/Beehive
171,212,,Sapindus,Soapberry,http://en.wikipedia.org/wiki/Sapindus
172,213,872.0,Salix nigra,Black willow,http://en.wikipedia.org/wiki/Salix_nigra
173,214,2250.0,Hibiscus tilliaceus,Sea hibiscus,https://en.wikipedia.org/wiki/Hibiscus_tilliaceus
174,217,,Gaultheria shallon,Salal,http://en.wikipedia.org/wiki/Gaultheria_shallon
175,218,,Gymnocladus dioicus,Kentucky coffeetree,http://en.wikipedia.org/wiki/Gymnocladus_dioicus
176,219,119.0,Aronia melanocarpa,Black chokeberry,http://en.wikipedia.org/wiki/Aronia_melanocarpa
177,220,285.0,Prunus pumila,Sand cherry,http://en.wikipedia.org/wiki/Prunus_pumila
178,221,,Chrysophyllum cainito,Star apple,http://en.wikipedia.org/wiki/Chrysophyllum_cainito
179,222,,Carica papaya,Papaya,http://en.wikipedia.org/wiki/Carica_papaya
180,223,2547.0,Vaccinium,Cranberry,http://en.wikipedia.org/wiki/Cranberry
181,224,1044.0,Aesculus hippocastanum,Common horse-chestnut,http://en.wikipedia.org/wiki/Aesculus_hippocastanum
182,227,,Juniperus,Juniper,http://en.wikipedia.org/wiki/Juniperus
183,229,,Stellaria media,Common chickweed,http://en.wikipedia.org/wiki/Stellaria_media
184,230,2523.0,Rubus spectabilis,Salmonberry,http://en.wikipedia.org/wiki/Rubus_spectabilis
185,231,,Oemleria cerasiformis,Indian plum,http://en.wikipedia.org/wiki/Oemleria_cerasiformis
186,232,149.0,Urtica dioica,Stinging nettle,http://en.wikipedia.org/wiki/Urtica_dioica
187,233,,Cardamine hirsuta,Hairy bittercress,http://en.wikipedia.org/wiki/Cardamine_hirsuta
188,234,,Plantae,Fruit tree,http://en.wikipedia.org/wiki/Fruit_tree
189,236,,Portulaca oleracea,Common purslane,http://en.wikipedia.org/wiki/Portulaca_oleracea
190,237,285.0,Prunus mahaleb,Mahaleb cherry,http://en.wikipedia.org/wiki/Prunus_mahaleb
191,238,569.0,Pinus edulis,Colorado pinyon,http://en.wikipedia.org/wiki/Pinus_edulis
192,239,163.0,Tilia tomentosa,Silver linden,http://en.wikipedia.org/wiki/Tilia_tomentosa
193,240,569.0,Pinus jeffreyi,Jeffrey pine,http://en.wikipedia.org/wiki/Pinus_jeffreyi
194,241,580.0,Fagus sylvatica,European beech,http://en.wikipedia.org/wiki/Fagus_sylvatica
195,242,,Elaeagnus angustifolia,Russian-olive,http://en.wikipedia.org/wiki/Elaeagnus_angustifolia
196,243,163.0,Tilia x europaea,European linden,http://en.wikipedia.org/wiki/Tilia_europaea
197,244,,Toona sinensis,Chinese toon,http://en.wikipedia.org/wiki/Toona_sinensis
198,245,72.0,Quercus cerris,Turkey oak,http://en.wikipedia.org/wiki/Quercus_cerris
199,246,12.0,Diospyros virginiana,American persimmon,http://en.wikipedia.org/wiki/Diospyros_virginiana
200,247,72.0,Quercus muehlenbergii,Chinkapin oak,http://en.wikipedia.org/wiki/Quercus_muehlenbergii
201,248,277.0,Cornus mas,Cornelian cherry dogwood,http://en.wikipedia.org/wiki/Cornus_mas
202,249,72.0,Quercus robur,English oak,http://en.wikipedia.org/wiki/Quercus_robur
203,251,120.0,Corylus colurna,Turkish hazel,http://en.wikipedia.org/wiki/Corylus_colurna
204,252,2388.0,Gleditsia triacanthos,Honey locust,http://en.wikipedia.org/wiki/Gleditsia_triacanthos
205,253,163.0,Tilia cordata,Small-leaved linden,http://en.wikipedia.org/wiki/Tilia_cordata
206,262,2257.0,Schinus terebinthifolius,Brazilian pepper tree,http://en.wikipedia.org/wiki/Schinus_terebinthifolius
207,263,,Citrus,Citrus,http://en.wikipedia.org/wiki/Citrus
208,264,,Arecaceae,Palm tree,http://en.wikipedia.org/wiki/Palm_(plant)
209,265,,Syzygium paniculatum,Magenta lilly pilly,http://en.wikipedia.org/wiki/Syzygium_paniculatum
210,266,,Nyssa sylvatica,Black tupelo,http://en.wikipedia.org/wiki/Nyssa_sylvatica
211,268,,Laurus nobilis,Bay laurel,http://en.wikipedia.org/wiki/Laurus_nobilis
212,269,569.0,Pinus pinea,Stone pine,http://en.wikipedia.org/wiki/Pinus_pinea
213,270,2194.0,Malus floribunda,Japanese flowering crabapple,http://en.wikipedia.org/wiki/Malus_floribunda
214,271,,Brachychiton populneus,Kurrajong,http://en.wikipedia.org/wiki/Brachychiton_populneus
215,272,175.0,Acer saccharinum,Silver maple,http://en.wikipedia.org/wiki/Acer_saccharinum
216,273,,Syagrus romanzoffiana,Queen palm,http://en.wikipedia.org/wiki/Syagrus_romanzoffiana
217,274,72.0,Quercus ilex,Holm oak,http://en.wikipedia.org/wiki/Quercus_ilex
218,275,,Ceratonia siliqua,Carob,http://en.wikipedia.org/wiki/Ceratonia_siliqua
219,276,,Agave,Agave,http://en.wikipedia.org/wiki/Agave
220,277,,Cornus,Dogwood,http://en.wikipedia.org/wiki/Cornus_(genus)
221,278,683.0,Sorbus aucuparia,European rowan,http://en.wikipedia.org/wiki/Sorbus_aucuparia
222,279,,Umbellularia californica,California laurel,http://en.wikipedia.org/wiki/Umbellularia_californica
223,280,12.0,Diospyros kaki,Japanese persimmon,http://en.wikipedia.org/wiki/Diospyros_kaki
224,281,144.0,Carya ovata,Shagbark hickory,http://en.wikipedia.org/wiki/Carya_ovata
225,282,569.0,Pinus strobus,Eastern white pine,http://en.wikipedia.org/wiki/Pinus_strobus
226,283,227.0,Juniperus virginiana,Eastern red-cedar,http://en.wikipedia.org/wiki/Juniperus_virginiana
227,284,285.0,Prunus americana,American plum,http://en.wikipedia.org/wiki/Prunus_americana
228,285,,Prunus,Stone fruit,http://en.wikipedia.org/wiki/Prunus
229,286,15.0,Pyrus communis,European pear,http://en.wikipedia.org/wiki/Pyrus_communis
230,287,72.0,Quercus prinus,Chestnut oak,http://en.wikipedia.org/wiki/Quercus_prinus
231,288,72.0,Quercus bicolor,Swamp white oak,http://en.wikipedia.org/wiki/Quercus_bicolor
232,289,175.0,Acer nigrum,Black maple,http://en.wikipedia.org/wiki/Acer_nigrum
233,290,1044.0,Aesculus flava,Yellow buckeye,http://en.wikipedia.org/wiki/Aesculus_flava
234,291,115.0,Amelanchier laevis,Allegheny serviceberry,http://en.wikipedia.org/wiki/Amelanchier_laevis
235,292,3226.0,Aralia spinosa,Devil's walkingstick,http://en.wikipedia.org/wiki/Aralia_spinosa
236,293,182.0,Celtis occidentalis,Common hackberry,http://en.wikipedia.org/wiki/Celtis_occidentalis
237,294,120.0,Corylus avellana,Common hazel,http://en.wikipedia.org/wiki/Corylus_avellana
238,295,569.0,Pinus parviflora,Japanese white pine,http://en.wikipedia.org/wiki/Pinus_parviflora
239,296,285.0,Prunus avium,Sweet cherry,http://en.wikipedia.org/wiki/Prunus_avium
240,297,73.0,Juglans californica,Southern California walnut,http://en.wikipedia.org/wiki/Juglans_californica
241,298,377.0,Acacia longifolia,Sydney golden wattle,http://en.wikipedia.org/wiki/Acacia_longifolia
242,299,576.0,Araucaria heterophylla,Norfolk island pine,http://en.wikipedia.org/wiki/Araucaria_heterophylla
243,300,3227.0,Arbutus menziesii,Pacific madrone,http://en.wikipedia.org/wiki/Arbutus_menziesii
244,301,1305.0,Brahea edulis,Guadalupe palm,http://en.wikipedia.org/wiki/Brahea_edulis
245,302,954.0,Broussonetia papyrifera,Paper mulberry,http://en.wikipedia.org/wiki/Broussonetia_papyrifera
246,303,,Butia capitata,Jelly palm,http://en.wikipedia.org/wiki/Butia_capitata
247,304,371.0,Camellia japonica,Japanese camellia,http://en.wikipedia.org/wiki/Camellia_japonica
248,305,182.0,Celtis australis,Mediterranean hackberry,http://en.wikipedia.org/wiki/Celtis_australis
249,306,182.0,Celtis reticulata,Netleaf hackberry,http://en.wikipedia.org/wiki/Celtis_reticulata
250,307,340.0,Cercis occidentalis,Western redbud,http://en.wikipedia.org/wiki/Cercis_occidentalis
251,308,263.0,Citrus x aurantifolia,Key lime,http://en.wikipedia.org/wiki/Citrus_aurantifolia
252,309,,Cordyline australis,Cabbage tree,http://en.wikipedia.org/wiki/Cordyline_australis
253,310,172.0,Crataegus douglasii,Black hawthorn,http://en.wikipedia.org/wiki/Crataegus_douglasii
254,311,8.0,Eucalyptus gunnii,Cider gum,http://en.wikipedia.org/wiki/Eucalyptus_gunnii
255,312,2250.0,Hibiscus syriacus,Rose of sharon,http://en.wikipedia.org/wiki/Hibiscus_syriacus
256,313,227.0,Juniperus californica,California juniper,http://en.wikipedia.org/wiki/Juniperus_californica
257,314,2194.0,Malus ioensis,Prairie crabapple,http://en.wikipedia.org/wiki/Malus_ioensis
258,315,1173.0,Phoenix dactylifera,Common date palm,http://en.wikipedia.org/wiki/Phoenix_dactylifera
259,316,569.0,Pinus cembroides,Mexican pinyon,http://en.wikipedia.org/wiki/Pinus_cembroides
260,317,569.0,Pinus coulteri,Coulter pine,http://en.wikipedia.org/wiki/Pinus_coulteri
261,318,569.0,Pinus torreyana,Torrey pine,http://en.wikipedia.org/wiki/Pinus_torreyana
262,319,285.0,Prunus ilicifolia,Hollyleaf cherry,http://en.wikipedia.org/wiki/Prunus_ilicifolia
263,321,117.0,Rhus ovata,Sugar sumac,http://en.wikipedia.org/wiki/Rhus_ovata
264,322,74.0,Sambucus nigra,Black elderberry,http://en.wikipedia.org/wiki/Sambucus_nigra
265,324,,Washingtonia filifera,Desert fan palm,http://en.wikipedia.org/wiki/Washingtonia_filifera
266,325,,Washingtonia robusta,Mexican fan palm,http://en.wikipedia.org/wiki/Washingtonia_robusta
267,327,377.0,Acacia aneura,Mulga acacia,http://en.wikipedia.org/wiki/Acacia_aneura
268,328,1305.0,Brahea armata,Mexican blue palm,http://en.wikipedia.org/wiki/Brahea_armata
269,329,182.0,Celtis sinensis,Chinese hackberry,http://en.wikipedia.org/wiki/Celtis_sinensis
270,330,73.0,Juglans major,Arizona black walnut,http://en.wikipedia.org/wiki/Juglans_major
271,331,2194.0,Malus sylvestris,European crabapple,http://en.wikipedia.org/wiki/Malus_sylvestris
272,332,,Myrtus communis,Common myrtle,http://en.wikipedia.org/wiki/Myrtus_communis
273,333,1102.0,Podocarpus macrophyllus,Yew plum-pine,http://en.wikipedia.org/wiki/Podocarpus_macrophyllus
274,335,2257.0,Schinus molle,Peruvian pepper tree,http://en.wikipedia.org/wiki/Schinus_molle
275,336,1001.0,Vitex agnus-castus,Chaste tree,http://en.wikipedia.org/wiki/Vitex_agnus-castus
276,337,115.0,Amelanchier canadensis,Canadian serviceberry,http://en.wikipedia.org/wiki/Amelanchier_canadensis
277,338,569.0,Pinus cembra,Swiss pine,http://en.wikipedia.org/wiki/Pinus_cembra
278,339,285.0,Prunus nigra,Canada plum,http://en.wikipedia.org/wiki/Prunus_nigra
279,340,,Cercis,Redbud,http://en.wikipedia.org/wiki/Cercis
280,341,172.0,Crataegus mollis,Downy hawthorn,http://en.wikipedia.org/wiki/Crataegus_mollis
281,342,172.0,Crataegus ambigua,Russian hawthorn,http://en.wikipedia.org/wiki/Crataegus_ambigua
282,343,70.0,Castanea dentata,American chestnut,http://en.wikipedia.org/wiki/Castanea_dentata
283,344,3226.0,Aralia elata,Japanese angelica tree,http://en.wikipedia.org/wiki/Aralia_elata
284,345,70.0,Castanea pumila,Dwarf chestnut,http://en.wikipedia.org/wiki/Castanea_pumila
285,346,172.0,Crataegus laevigata,Midland hawthorn,http://en.wikipedia.org/wiki/Crataegus_laevigata
286,347,569.0,Pinus bungeana,Lacebark pine,http://en.wikipedia.org/wiki/Pinus_bungeana
287,348,569.0,Pinus koraiensis,Korean pine,http://en.wikipedia.org/wiki/Pinus_koraiensis
288,349,285.0,Prunus incisa,Fuji cherry,http://en.wikipedia.org/wiki/Prunus_incisa
289,350,172.0,Crataegus ambitiosa,Grand rapids hawthorn,http://en.wikipedia.org/wiki/Crataegus_ambitiosa
290,351,2194.0,Malus baccata,Siberian crabapple,http://en.wikipedia.org/wiki/Malus_baccata
291,352,144.0,Carya glabra,Pignut hickory,http://en.wikipedia.org/wiki/Carya_glabra
292,354,115.0,Amelanchier x grandiflora,Apple serviceberry,http://en.wikipedia.org/wiki/Amelanchier_grandiflora
293,355,1131.0,Viburnum prunifolium,Blackhaw,http://en.wikipedia.org/wiki/Viburnum_prunifolium
294,356,144.0,Carya tomentosa,Mockernut hickory,http://en.wikipedia.org/wiki/Carya_tomentosa
295,357,172.0,Crataegus phaenopyrum,Washington hawthorn,http://en.wikipedia.org/wiki/Crataegus_phaenopyrum
296,358,,Elaeagnus umbellata,Autumn-olive,http://en.wikipedia.org/wiki/Elaeagnus_umbellata
297,359,1175.0,Fraxinus ornus,Manna ash,http://en.wikipedia.org/wiki/Fraxinus_ornus
